Genes,adjpval,log2FC,color
TMEM126A,0.209038898632342,-0.1792614963195534,grey
TMEM106B,0.29787553385537,0.2022501600279702,grey
TMEFF1,0.002301289556564,-0.6329881864866727,grey
TMED9,0.121658999358625,0.363345814391369,grey
TMED4,0.0681179140304615,0.3756200565310714,grey
TMED10,0.266865441956141,0.2586037161496698,grey
TMA16,0.426194728441543,-0.1456149680316021,grey
TK2,0.0356294105727011,-0.3681020559250726,grey
TMX1,0.207477103350193,0.2034104705170659,grey
TJP1,0.286594842800455,0.11066764816149,grey
TIPRL,0.976602657820012,-0.0177526820157225,grey
TIMM9,0.0588489871461812,0.4543937992128067,grey
TIMM8B,0.0275784106262392,-0.2439049739747933,grey
TIMM50,0.272890987010638,-0.1050976222853624,grey
TIMM44,0.19788254186486,0.1883995047953179,grey
TIMM29,0.026088569349951,0.2879319126445105,grey
TIMM13,0.224446800550482,-0.1140959661463783,grey
TIMM10B,0.907485253009645,0.0545979380668111,grey
TIMM10,0.728393008177987,0.0361584390947214,grey
TIGD2,0.252638980449053,0.2132593870975822,grey
TIAL1,0.028128924369126,-0.4442567398404454,grey
TIA1,0.013915626216246,-0.3589625494316047,grey
TMSB4X,0.0268274832916356,0.9014056932004326,grey
TMX3,0.0362905894424612,-0.3494453879025074,grey
STIP1,0.886451610586532,0.0250797901841458,grey
TPR,0.989852174657477,0.0813446574387923,grey
TRMT1L,0.539675351572175,0.1242526760521474,grey
TRMT112,0.0783720416834408,0.2350762798162336,grey
TRMT10C,0.132002236427699,-0.199074029383859,grey
TRIM71,0.0392128462512728,0.2680508799407568,grey
TRIM36,0.180395908806916,0.2229905852915498,grey
TRIM3,0.890133979872953,0.0184807094262042,grey
TRIM28,0.0210785107670811,0.3877038926690223,grey
TRIM2,0.215697819123952,0.1350845779866047,grey
TRAPPC5,0.0350892507869175,0.3944355509285482,grey
TRAPPC4,0.358055406787536,0.0713740350399413,grey
TRAPPC1,0.614736447488268,0.0705213652125783,grey
TRAP1,0.0712449747714849,-0.1707142810942558,grey
TPRKB,0.161401032684287,0.256068818529561,grey
TPPP,0.667297293803731,0.0487026456772319,grey
TNKS1BP1,0.222264782151414,-0.1678078122755724,grey
TPP1,0.0585897118920254,-0.2761028957278461,grey
TPM4,0.605030631752997,0.0896384374459139,grey
TPM3,0.517515954600974,0.0719525383254953,grey
TPI1,0.21316556389608,0.1371398792964442,grey
TPD52L2,0.0047911446046486,-0.6044650827373825,grey
TP53RK,0.888396408037203,0.1926267543094334,grey
TP53I11,0.0573563115496094,0.515029361359608,grey
TP53BP1,0.0023056282193724,1.0260663295646602,grey
TOR1AIP1,0.258800282450735,-0.0973477120236057,grey
TOP1,0.0323609638283001,-0.4311270590577023,grey
TOMM70,0.01588315470725,-0.3370222294574171,grey
TOLLIP,0.115086959335888,0.2740093929241749,grey
TNPO1,0.252322554085337,0.1333287223375496,grey
THYN1,0.0335516825702223,-0.3739891729536984,grey
THY1,0.572388238230497,-0.1430099635066,grey
THUMPD3,0.013915626216246,0.3794825392463509,grey
STX1B,0.40850871434578,0.1087985905791633,grey
SUSD2,0.0284748142757035,0.4704775726240365,grey
SUPT5H,0.0923806936860578,-0.1994443830812143,grey
SUPT4H1,0.0942396861361204,-0.2039396695264204,grey
SUPT16H,0.0323609638283001,0.3919701941513978,grey
SULF2,0.0452695564452431,-0.2157714683279109,grey
SUGT1,0.828279102417632,0.05468948241659,grey
SUGP2,0.0434491962374992,-0.2271066658786474,grey
SUCLG2,0.101942368683172,0.1643370908805917,grey
SUCLG1,0.294472830037792,-0.1204549674314014,grey
SUCLA2,0.94685673703374,0.0198371394492032,grey
SUB1,0.315968215852535,0.0686340340332115,grey
STXBP1,0.247587631805176,-0.1639616426884969,grey
STX7,0.518810951406535,0.1354042068193113,grey
STX17,0.587322857041895,0.080665890067037,grey
THSD7B,0.973141825759662,0.0333948953954284,grey
STX12,0.59869745312872,0.0286295264923772,grey
STUB1,0.025584104940395,0.2946971643788729,grey
STT3B,0.207290973128939,0.1342581899901645,grey
STT3A,0.231216474786546,0.1498347171440399,grey
STRN4,0.0738661514784102,0.5382358410293275,grey
STRN3,0.05391280053267,0.2292972296208145,grey
STRAP,0.965352143593202,0.0129113563008592,grey
STOML2,0.0714652446694299,0.3406964826397861,grey
STMN4,0.863411942408348,0.0537944972720301,grey
STMN3,0.649232362767241,-0.0537139881050233,grey
STMN2,0.758115395479907,-0.0257293984101839,grey
STMN1,0.141182452485754,-0.4937028914221024,grey
STK39,0.0170364124877587,0.3778104777986728,grey
SYN1,0.1693421882861,-0.1783635189216402,grey
SYNCRIP,0.153461312450292,-0.1628192582153271,grey
SYNGR3,0.585085506665615,-0.0270749077960861,grey
SYNJ1,0.0062680438564334,1.0193441107377237,grey
THRAP3,0.7659678267122,-0.0453934892125435,grey
THNSL1,0.229057377943744,0.2226312910687612,grey
TGFBR1,0.0427251421590856,-0.2376762589595244,grey
TFCP2,0.529663000939999,0.124449218303496,grey
TFB2M,0.886451610586532,0.0140900142084568,grey
TFAM,0.136805252758465,-0.1357701206524072,grey
TES,0.177446868410177,0.275888884599959,grey
TECR,0.308453409864844,-0.102966660068216,grey
TCP1,0.124663917213408,-0.2084071764248515,grey
TCOF1,0.0048601658014033,-0.5544495204872883,grey
TCERG1,0.962232402468781,-0.026226455779172,grey
TCEA1,0.713412665187442,-0.075401058981864,grey
TCAF1,0.31538764353959,0.1355873230873665,grey
TBK1,0.392316171928605,0.1998471370576311,grey
TBCB,0.124853249154214,0.1947126960752419,grey
TBC1D10B,0.0555550280233734,-0.2623265360399449,grey
TARS2,0.832322481305943,-0.0223313921081817,grey
TARS1,0.662985408902147,0.0386794707209319,grey
TARDBP,0.0221670116773839,-0.3547902614346805,grey
TAMM41,0.013915626216246,-0.6588848389889905,grey
TALDO1,0.337501643129339,0.4579205028485361,grey
TAGLN3,0.0714652446694299,-0.258707900510034,grey
TAGLN2,0.162376377377371,0.1409992551343948,grey
TAF7,0.060143435454509,0.3377254682259293,grey
TACC2,0.726852360195363,0.0674479356682798,grey
SYT1,0.014689672988027,0.6807915438680516,grey
SYP,0.233058151216553,0.3385795373038901,grey
TRMT5,0.394539756340659,-0.1680177770003443,grey
TRUB1,0.0487470122320021,-0.2658938887720501,grey
TRUB2,0.203054021081656,-0.1029462105221669,grey
WASL,0.0864962043179664,0.1627196612992001,grey
WWP2,0.805466424756289,-0.0707949489694835,grey
WRNIP1,0.324599318530841,0.2496913582852286,grey
WIPI2,0.7366819239532,0.1012383474651609,grey
WDR83,0.662627251081382,-0.0611967950978356,grey
WDR82,0.776455370930285,-0.0184159861835804,grey
WDR77,0.0447878611286531,0.7191598884857486,grey
WDR7,0.124814106472124,-0.1458534248004912,grey
WDR6,0.0736568248159312,0.4552284750810716,grey
WDR41,0.273929901832442,0.1503030828723645,grey
WDR37,0.512604729440526,-0.0838353159273877,grey
WDR1,0.405039728440347,-0.1017797344381511,grey
WDFY3,0.0451189503195739,0.4469117678009406,grey
WBP11,0.823638679500019,-0.0876208649458655,grey
WARS1,0.191964848440386,0.2037523298892278,grey
VAT1L,0.864306372485557,0.1098245268753731,grey
VPS4B,0.168131047718425,-0.1693438495364077,grey
VPS4A,0.352770908680127,0.1219128865579431,grey
VPS45,0.976143513225219,0.3732893893367259,grey
VPS35,0.223711599469915,0.1576902378470084,grey
VPS33A,0.419826537058418,0.1803739061010518,grey
VPS13A,0.0700124716181681,0.1890897832622755,grey
VIM,0.0260977051273557,0.8290007622021063,grey
VGF,0.0501378181957166,-0.2281216841341361,grey
VDAC3,0.0229114028032148,0.2852820567806667,grey
VDAC2,0.127103182465718,0.2639113092829651,grey
VDAC1,0.605330054542215,0.1149858673648811,grey
VCP,0.228593212562096,0.1363398443608931,grey
VBP1,0.0736876672733399,0.1899609273063167,grey
XPO1,0.0260764220932491,0.2774196731009702,grey
XRCC5,0.200594885288066,0.1450504119163822,grey
XRCC6,0.237797203237587,0.1049745331014114,grey
XRN1,0.176180851319976,-0.1466172974104932,grey
ZYG11B,0.206862166429213,0.2164567240940174,grey
ZNRF1,0.0143691232232504,-0.3595425942301793,grey
ZNF638,0.864306372485557,-0.0191393276136005,grey
ZNF579,0.531128122170182,-0.1951559064011448,grey
ZNF428,0.0064771192651244,-0.6160215679609344,grey
ZNF385A,0.0813697925546733,0.5989585322190898,grey
ZNF281,0.129434915777116,-0.2978358086449811,grey
ZNF22,0.098165678728573,-0.2311985495988316,grey
ZNF207,0.340230448509383,-0.1967879015824082,grey
ZIC2,0.142026368968279,0.1529583989321678,grey
ZFR,0.011002914158274,-0.4293752939610198,grey
ZC3H4,0.320300783156313,-0.0967641411373063,grey
ZC2HC1A,0.101942368683172,-0.2865366594774449,grey
YWHAZ,0.0171932274982005,0.3076879732555321,grey
YWHAQ,0.0018843004105075,0.7283666771248073,grey
YWHAH,0.206457794388033,0.2134468660983005,grey
YWHAG,0.0363817253915467,0.3135297938096083,grey
YWHAE,0.0379955175842606,0.3270794257133209,grey
YWHAB,0.0229114028032148,0.3714764078642089,grey
YTHDF3,0.886754600403054,-0.0234727020680084,grey
YTHDF2,0.191818508671018,-0.1144881969668304,grey
YTHDF1,0.630954822310708,-0.0728623635086193,grey
YME1L1,0.0142870961469633,0.456125386066071,grey
YBX1,0.686792961417834,0.0892109186129298,grey
YBEY,0.155480289328638,-0.2987384818774351,grey
YARS1,0.160792874490921,0.2151376930154732,grey
XRN2,0.0770856478604364,-0.2730098092560657,grey
VAV2,0.0928339711616954,0.1936255831028451,grey
VAT1,0.38704833107301,-0.0544704293309441,grey
TSC2,0.971443202951309,0.0222048858105848,grey
TUBB4B,0.0062680438564334,0.540252745053734,grey
UBE2M,0.020948166198723,-0.297288106044311,grey
UBE2L6,0.953492324661653,-0.0478221414959172,grey
UBE2L3,0.05613397040835,-0.4442513294920025,grey
UBE2I,0.0493385293292825,-0.3899720034848577,grey
UBAP2L,0.337770459955348,-0.1192124525902401,grey
UBA1,0.0942396861361204,0.2109427757435484,grey
U2AF2,0.506247607384527,-0.0416706170386982,grey
U2AF1,0.571215485622619,-0.0981228898329524,grey
TXN,0.781395362555993,-0.0423888549112651,grey
TUFM,0.162656430432616,-0.1219999433022007,grey
TUBGCP3,0.659336212982371,0.0472807122398539,grey
TUBG1,0.258800282450735,-0.1198295923831204,grey
TUBB6,0.0139100530806029,0.3379040408595757,grey
TUBB4A,0.878241705860041,-0.0149396409637628,grey
VARS1,0.0373020610775079,0.31008594826065,grey
TUBB3,0.0103445379327924,0.4379070878851157,grey
TUBB2B,0.136805252758465,0.1418393107925949,grey
TUBB2A,0.0093673434724648,0.4139480802158296,grey
TUBB,0.0357465640660466,0.2951404324356644,grey
TUBAL3,0.0015793986568711,1.010086874609427,grey
TUBA4A,0.0011126623056143,0.821636203282089,grey
TUBA3E,0.19626759854439,0.2724395620405939,grey
TUBA1C,0.158942165532759,0.3436826977688473,grey
TTC9C,0.0082411417424584,0.4006950141297115,grey
TTC5,0.792150767698626,0.0265369663340244,grey
TTC1,0.611011014032596,-0.0021477174805155,grey
TSPYL4,0.010885907572334,0.3857789219421557,grey
TSFM,0.0261853800917577,-0.6228874603607806,grey
UBE3A,0.205523910207191,0.1299421263421938,grey
UBL5,0.98078185488721,0.0745697275292523,grey
UBTF,0.17397679425894,-0.1272416164724041,grey
UBXN1,0.566434960504317,0.0370392898915106,grey
VAPB,0.854501409383006,-0.0215539551850976,grey
VAPA,0.578984661217062,0.0543790224995269,grey
VAMP2,0.117305860846873,0.1382621349901388,grey
USP7,0.0086546505171522,0.9706312808088886,grey
USP5,0.133402430052703,0.1333753140224136,grey
USP48,0.226772082217258,-0.1902915519466393,grey
USP14,0.950269174071203,0.0538297026284249,grey
USP11,0.333561897142057,0.4652422767203334,grey
USP10,0.63318994728925,-0.0574294794794051,grey
USF2,0.625853077312276,-0.1336884166882785,grey
UQCRH,0.225152145452297,0.3498163459029339,grey
UQCRFS1,0.206335271578744,-0.1423453070114999,grey
UQCRC2,0.0348493727441222,-0.2719016578196166,grey
UQCRC1,0.0062680438564334,0.6428779431259883,grey
UQCRB,0.0062680438564334,0.9888729847385438,grey
UQCC2,0.0818105554210572,-0.1929184961126735,grey
UQCC1,0.245972290388656,0.2109475026749335,grey
UPF3B,0.8767211721763,-0.0461638902749753,grey
UPF1,0.0726483615054476,-0.2717383895755428,grey
UMPS,0.0197804181544937,0.3225763555008423,grey
UGP2,0.0152554462171707,0.4261054605941203,grey
UGGT1,0.0411929970517736,-0.2384066815887232,grey
UGDH,0.783611520913502,-0.0239969065224022,grey
UCK2,0.228441734013825,-0.1308160938333422,grey
UCHL5,0.75691116681683,-0.0301302190487913,grey
UCHL3,0.0069586069717553,0.455099895637501,grey
UCHL1,0.607905363481842,0.0500164123198695,grey
STK11IP,0.863548560422328,-0.2827367206990008,grey
STAU2,0.0314456525419023,-0.2610157049611313,grey
RND3,0.0062680438564334,-0.8706176885791516,grey
RPSA,0.287252874947867,-0.1710185301222412,grey
RTRAF,0.287506327993445,-0.1398261014936773,grey
RTN4RL2,0.573592684325346,-0.1244116911655425,grey
RTN4,0.0012642426079985,0.79464993043259,grey
RTN3,0.94451714949037,0.0253293936684048,grey
RTN1,0.0130242223378679,0.72970093081225,grey
RTL8C,0.0736876672733399,0.1727148371435354,grey
RTF1,0.117672260047107,-0.1417704467428708,grey
RTCB,0.644871541854402,-0.0346950664732788,grey
RSL1D1,0.955559559282482,0.0030573540386353,grey
RSBN1,0.360834798944624,0.3628877837926798,grey
RRS1,0.161401032684287,0.2253354144778437,grey
RRP12,0.0919099879546164,-0.2776042144821359,grey
RPUSD3,0.832322481305943,0.0788230644573456,grey
RPS9,0.62170977233306,0.1960145727964679,grey
RUVBL1,0.164961167228107,0.1506212495829526,grey
RPS8,0.122916778567765,-0.2584328464526676,grey
RPS7,0.0060010648675441,-0.496957238952626,grey
RPS6,0.0564672489296162,-0.3799767549088902,grey
RPS5,0.748519593697895,-0.0796649758821214,grey
RPS4X,0.0012170930456394,-0.9218667403951448,grey
RPS3A,0.0005032663621887,-0.9946438465231058,grey
RPS3,0.0547045946970638,-0.2934368220978597,grey
RPS29,0.205421557242021,-0.1337894876023739,grey
RPS27L,0.0063991831434859,-0.4865753532613515,grey
RPS27,0.000556480146924,-1.0846028467003128,grey
RPS26,0.0167336519957431,-0.7355894473178826,grey
RPS25,0.162376377377371,0.1891814732233021,grey
RPS24,0.0024284536170326,-0.9414114650358394,grey
RUFY3,0.0048087645987454,0.5227452425852254,grey
RUVBL2,0.403819507866607,0.0859956589210151,grey
STAU1,0.631619022360476,-0.0511619447896497,grey
SCCPDH,0.025647633435911,-0.4617361541371374,grey
SDR39U1,0.0062680438564334,-0.5529648532604692,grey
SDHB,0.627172904326494,0.0470446833631265,grey
SDHA,0.319826329941074,-0.0655625261149021,grey
SDF4,0.585417838547981,-0.0518507626028532,grey
SDF2L1,0.014689672988027,-1.089765285501303,grey
SDF2,0.0035680656980613,-0.6166467403588319,grey
SCRN1,0.202825904002638,0.1670743057360678,grey
SCPEP1,0.534816074585884,-0.0565767789235963,grey
SCP2,0.104064868267651,-0.2027321684173546,grey
SCO2,0.106817689528916,-0.324075857063421,grey
SCML2,0.0158443013528095,-0.608887967777974,grey
SCG3,0.937472900090537,0.0682874020904845,grey
SCG2,0.19244792156195,0.1196162276862287,grey
SCARB2,0.0229114028032148,0.4003121778875723,grey
S100A10,0.0817017702880399,0.6062492608248535,grey
SCAMP1,0.0923806936860578,0.405851990802434,grey
SBF2,0.089898226158561,-0.4262431132468949,grey
SBF1,0.0209352465247544,0.3661394845229387,grey
SART1,0.170782867683537,-0.2152100309439903,grey
SARS2,0.393123531323529,0.1216783016725322,grey
SARS1,0.0167336519957431,-0.3820379136372799,grey
SARNP,0.0363469319961407,-0.2692658096333362,grey
SAMM50,0.108366676487639,0.2813148475783391,grey
SAMHD1,0.048279112351286,0.3645476737047562,grey
SAMD1,0.253519537039419,-0.092490372030832,grey
SAFB,0.267555958566179,0.2390909556556516,grey
SAE1,0.97143800975604,0.0225118177033431,grey
S100A11,0.0071547845775973,0.746111186576651,grey
RPS23,0.007324995751494,-0.5307457223126824,grey
RPS21,0.561874972576609,-0.234286773886351,grey
RPS20,0.30890760302177,-0.1173203069095189,grey
RPL17,0.0024284536170326,-0.7923251541659115,grey
RPL30,0.10045993311716,-0.2808878402361418,grey
RPL3,0.237620952673657,-0.4151281714243927,grey
RPL29,0.274062029250298,0.2520304856962279,grey
RPL28,0.127103182465718,-0.2716559211357257,grey
RPL27A,0.0039686412183941,-0.826899171938782,grey
RPL27,0.0180157605328329,-0.3234205046686784,grey
RPL26,0.0093078339017106,-0.8079173376085897,grey
RPL24,0.002301289556564,-0.785877580866466,grey
RPL23A,0.0116829084222025,-0.4168315162127376,grey
RPL23,0.0009276652891201,-0.898819381138646,grey
RPL22,0.0108429873449189,-0.4735614491088349,grey
RPL19,0.128862376768005,-0.3872867517193616,grey
RPL18,0.478398661129306,0.1179939665688228,grey
RPL14,0.0045798777030308,-0.8513765054475756,grey
RPS2,0.683894151080106,0.0404683708652837,grey
RPL13,0.0229114028032148,-0.3998895464303149,grey
RPL12,0.0047911446046486,-0.6868414944413681,grey
RPL11,0.0208381768679977,-0.4635667777419711,grey
RPL10A,0.10470256931442,-0.164498769030899,grey
RPL10,0.0023970981277597,-0.7890328418585952,grey
RPA2,0.113467333102645,-0.2019542907973104,grey
ROMO1,0.552495932737082,0.1915228545130662,grey
ROBO2,0.23462296203577,0.1862088866042964,grey
RO60,0.145177889413762,0.1473390721245576,grey
RNMT,0.0239107828922939,-0.3996997957238611,grey
RNH1,0.127103182465718,0.1808275549921733,grey
RNGTT,0.981427519797562,0.0109977778442873,grey
RNF126,0.960608624788204,0.0100906956038444,grey
RPL31,0.0064771192651244,-0.5404998438950948,grey
RPL34,0.230091961069399,-0.197339972019956,grey
RPL35,0.179526671340828,-0.1186011532083215,grey
RPL35A,0.0202518769307608,-0.4727949873228805,grey
RPS19BP1,0.133402430052703,-0.1723528018452013,grey
RPS19,0.244032154715904,-0.1185264135741709,grey
RPS18,0.106405776081507,-0.15853040010776,grey
RPS17,0.0368422775799815,-0.3859234716938307,grey
RPS16,0.0180357869332718,-0.3605283932069906,grey
RPS15A,0.0011126623056143,-1.0053498162362982,grey
RPS15,0.71315112695232,-0.1576073725866645,grey
RPS14,0.0009098940564496,-0.8297235144928585,grey
RPS13,0.0015642430583791,-0.8564437023393556,grey
RPS12,0.237797203237587,-0.1525281381160538,grey
RPS11,0.0018843004105075,-0.8757253782283656,grey
RPS10,0.830140265428434,-0.0261809401000077,grey
RPP38,0.0310320387796615,-0.262807226699614,grey
RPP30,0.680960360149019,-0.0318555658825878,grey
RPN2,0.084447254355518,0.2119451756012331,grey
RPN1,0.214264422282919,0.1182624350577609,grey
RPLP2,0.136182638205495,-0.3217694424367068,grey
RPLP1,0.0189602089534089,-0.5093368271689831,grey
RPLP0,0.0148692838625328,-0.5491905898769085,grey
RPL9,0.0023506823870781,-0.9201708846222278,grey
RPL8,0.176506367612741,0.1743744090750797,grey
RPL7A,0.153505084389286,-0.1552604658390612,grey
RPL7,0.389603517301099,0.0869283728857531,grey
RPL6,0.611467938223391,0.0760314151991893,grey
RPL5,0.870855925867077,0.014008491390009,grey
RPL38,0.0005069782334678,-1.063415648799091,grey
RPL37A,0.0076154859995402,-1.006139737241143,grey
SEC13,0.007890731675351,0.7641362715457001,grey
SEC22B,0.0221670116773839,-0.2760230600778461,grey
SEC23A,0.280238376004972,-0.1149098757230587,grey
SNRPE,0.0167336519957431,-0.3803781280419822,grey
SPOCK1,0.133402430052703,-0.2133541613489611,grey
SPG7,0.989852174657477,0.0255941462709874,grey
SPCS3,0.367812188371256,0.2687518900356595,grey
SPCS2,0.305712709105533,0.1191921862064903,grey
SPAST,0.0474121305123746,0.2900398678541041,grey
SORT1,0.322278245185869,0.0969132649791466,grey
SON,0.0417996120942906,-0.3970555241013355,grey
SOGA3,0.001037182035,0.8728299891020554,grey
SNX6,0.876196352056892,0.035715039594967,grey
SNX2,0.440592690135106,-0.1926650774704713,grey
SNW1,0.736096960787565,0.0874048245219197,grey
SNU13,0.0168806693516061,-0.5117061238625426,grey
SNRPF,0.648029277009264,-0.1584390916746914,grey
SNRPD3,0.530941740646296,0.0869477577840091,grey
SMIM26,0.66665443893715,-0.0417103975149221,grey
SNRPD2,0.0651275362341576,-0.2166107597826738,grey
SNRPD1,0.48492452543169,-0.1051874653460294,grey
SNRPC,0.607853680571821,-0.0468177401790376,grey
SNRPB2,0.0261428744608853,-0.3149914979944909,grey
SNRPA1,0.0080473257668835,-0.4864537042779666,grey
SNRNP70,0.23727037880899,-0.1481554674430695,grey
SNRNP40,0.0262395677934709,0.3625163989600153,grey
SNRNP27,0.0461681902573675,-0.3015239944067779,grey
SNRNP200,0.0372153120354029,0.2516600134838654,grey
SND1,0.54791251448379,-0.0715389524280686,grey
SNCG,0.813288420190342,0.0317347361044091,grey
SNAP25,0.275145019162526,0.1550177385175403,grey
SMNDC1,0.450870217257875,-0.1408927662872559,grey
SPOCK2,0.0494102574565853,-0.2949076097646283,grey
SPTAN1,0.0028884303261364,0.7242032739810527,grey
SPTBN1,0.0018843004105075,0.7540332696978982,grey
SPTBN2,0.010885907572334,0.4104210590572038,grey
SSRP1,0.824446337564333,-0.0242180049857184,grey
SSR4,0.379982989650941,0.1514011914093826,grey
SSBP1,0.831035148297509,-0.0204576017870461,grey
SRSF9,0.911705072750077,-0.0451324815937957,grey
SRSF7,0.707829479593925,0.1859954361202631,grey
SRSF6,0.547601713173797,0.3676357770888482,grey
SRSF5,0.439542834827266,-0.2059689000148607,grey
SRSF3,0.0158443013528095,-0.5267732883353591,grey
SRSF2,0.6547451945281,-0.2257681089271823,grey
SRSF1,0.870855925867077,-0.1522589888597709,grey
SRRT,0.0683129770032413,-0.2455697652991826,grey
SRRM2,0.0105852270829879,-0.4778362841888637,grey
SRRM1,0.563380797139696,-0.1099640863391581,grey
SRR,0.0331123250852259,0.5202831593387494,grey
SRPRB,0.0085080034575418,-0.5129766309104484,grey
SRPRA,0.160435677444561,-0.2111299777202606,grey
SRPK1,0.451329431499776,0.5051420646841344,grey
SRP9,0.679345499064815,0.0450081779294463,grey
SRP72,0.551594705101456,0.0539241459621335,grey
SRP68,0.427984720751082,0.1243453667772156,grey
SRP54,0.143633319192364,-0.257646215866361,grey
SRP19,0.0221670116773839,-0.3561980614409459,grey
SRP14,0.0417996120942906,-0.2720640696288469,grey
SRM,0.202366948246458,-0.1332088522730531,grey
SRI,0.105371976681487,0.2652736259092942,grey
SREK1,0.793878791463947,-0.3037963992386021,grey
SRCIN1,0.0060136562570895,1.0104313546765231,grey
SMN1,0.0471310540776071,0.6796618494517798,grey
SMC3,0.156681134435295,0.1544501884106885,grey
SEC23IP,0.688095988786211,-0.0084702428761696,grey
SF1,0.0700205953026108,-0.2213642897769416,grey
SFXN3,0.0553723094806621,0.3064615303134118,grey
SFXN1,0.160072663578515,0.1702421376375107,grey
SFRP1,0.000266549022056,-1.3327670417695288,grey
SFPQ,0.911705072750077,0.004541400425684,grey
SF3B6,0.964609348458621,-0.0425110897763623,grey
SF3B5,0.340230448509383,-0.0763695305315714,grey
SF3B4,0.478620090668089,-0.0590901389603117,grey
SF3B3,0.413429748190345,-0.0467564878906666,grey
SF3B2,0.0699006932444741,-0.2129289188207025,grey
SF3B1,0.247133525789535,-0.0912631658773237,grey
SF3A3,0.210118962717698,-0.1455145283370747,grey
SF3A2,0.419557032954192,-0.0767770137687789,grey
SF3A1,0.237639367646348,0.1129279947242111,grey
SEZ6L,0.366448721714704,0.5845384307626988,grey
SMC1A,0.0375596815694096,0.2156262711153393,grey
SETD1A,0.0857903078857234,-0.3271488063936752,grey
SET,0.189127004770467,0.4297149928844749,grey
SERPINH1,0.0264166961901292,-0.2882694373107136,grey
SERAC1,0.0379955175842606,-0.3086873099762951,grey
SEPTIN9,0.0876148393410124,-0.2340940503651371,grey
SEPTIN7,0.287610351460813,-0.1190494352838675,grey
SEPTIN6,0.682358512064969,-0.0357476037340485,grey
SEPTIN3,0.0959589530423144,-0.191934565492453,grey
SEPTIN2,0.180481436368912,-0.1931631060798426,grey
SEPTIN11,0.97005454495751,-0.0254943592645173,grey
SELENOT,0.28240639928598,0.1483523413261554,grey
SELENOH,0.445426283679108,-0.1498722151068967,grey
SEC61B,0.223266551935888,-0.149038288791592,grey
SGPL1,0.802557280635807,-0.003259085203014,grey
SH3GL1,0.0114879498731808,0.6095549524055688,grey
SH3GLB2,0.0271565443963509,0.4000565013420928,grey
SH3PXD2B,0.0140449234112151,0.6148233613071763,grey
SMARCB1,0.645740858586576,0.2696394144301259,grey
SMARCA5,0.473304260340001,-0.0967502936941584,grey
SMARCA1,0.374636518052028,0.265300117818479,grey
SMAP2,0.629682538609362,0.0285737090150443,grey
SLX9,0.0851032612210713,-0.2948791565411041,grey
SLK,0.108140135901528,0.162413436281709,grey
SLIT2,0.919140934483332,-0.0192885817170949,grey
SLIT1,0.014689672988027,-0.5095657010420639,grey
SLIRP,0.0501378181957166,-0.3648868669390852,grey
SLC4A8,0.475418724155843,-0.0551847932871188,grey
SLC27A4,0.392316171928605,-0.071119566798476,grey
SLC25A6,0.871554052845977,0.0415644814130602,grey
SLC25A5,0.0206954361076046,-0.4522906571265817,grey
SLC25A4,0.891350336959406,0.0324223206833097,grey
SLC25A33,0.658580011941847,-0.1216789034135499,grey
SLC25A3,0.070251036031567,0.2715476205680183,grey
SLC25A24,0.816862222081946,-0.0061727281864631,grey
SLC25A22,0.0713214729212935,-0.2684888318144807,grey
SLC25A20,0.359550536498089,-0.1125504234936725,grey
SLC25A13,0.055603664776287,0.2218615347852919,grey
SLC25A12,0.659336212982371,0.0260418914992154,grey
SLC25A11,0.214793610867101,-0.2590080538624442,grey
SLC25A10,0.394539756340659,-0.1138234123677785,grey
SLC25A1,0.0263754216161955,-0.429777550519498,grey
SKP1,0.0382027601560516,0.3018293027626918,grey
SIPA1L2,0.792150767698626,0.045149877355288,grey
SHMT2,0.309492853356966,-0.1329044026198488,grey
MRPL57,0.798647817908305,-0.0129553476723238,grey
MRPS7,0.0623355159854774,-0.2735702019171453,grey
MRPL53,0.17397679425894,-0.3600028493172854,grey
COX5A,0.0239107828922939,0.2886571868985723,grey
CPSF2,0.51964370766715,0.1580844822871768,grey
CPSF1,0.0291259693933851,0.2393690389922628,grey
CPNE3,0.0077275129941,-0.5232875692408581,grey
CPNE1,0.601627512841208,-0.1377090230138395,grey
CPLX2,0.0328202012047614,0.3272089449987868,grey
CPEB4,0.193772579448795,0.1736333448902585,grey
CPEB2,0.110532561871423,0.1486117786612387,grey
CPE,0.931079536235034,0.0403079973348072,grey
COX7A2L,0.0353941982855513,0.5221117965302916,grey
COX7A2,0.0288000629841586,0.2945868435643434,grey
COX6C,0.0701294633241428,0.1780704428674689,grey
COX6B1,0.629990011634884,-0.068465503391015,grey
COX5B,0.288159877711315,0.1347410045248667,grey
COX4I1,0.030337495385812,0.2590925984185499,grey
CPSF6,0.0353836214096856,-0.2980352028882116,grey
COX20,0.0295913100288906,-0.2971853668894071,grey
COX16,0.160792874490921,-0.1791590709914134,grey
COTL1,0.0235184155546431,-0.4711540327174465,grey
CORO7,0.0353883899335035,0.2809330830172009,grey
CORO1C,0.674667204447292,0.0718766819269915,grey
COQ8A,0.175138563058518,-0.2288687588084665,grey
COQ5,0.984632052603102,-0.0385571555144071,grey
COQ10B,0.346810812357957,0.0688103735250613,grey
COQ10A,0.23956770628034,-0.3447410285824772,grey
COPZ1,0.0112600458732014,0.8436156347482149,grey
COPS8,0.398437205788682,0.6385835183240759,grey
COPS2,0.215945653948736,0.3866837068802899,grey
